#curie_map:					
"#  NCIT: ""http://purl.obolibrary.org/obo/NCIT_"""					
"#  UBERON: ""http://purl.obolibrary.org/obo/UBERON_"""					
"#  owl: ""http://www.w3.org/2002/07/owl#"""					
subject_id	subject_label	predicate_id	predicate_label	object_id	object_label
NCIT:C32223	Bone of the Extremity	owl:equivalentClass	equivalent to	UBERON:0002428	limb bone
NCIT:C12982	Bone of the Lower Extremity	owl:equivalentClass	equivalent to	UBERON:0003464	hindlimb bone
NCIT:C12983	Bone of the Upper Extremity	owl:equivalentClass	equivalent to	UBERON:0008962	forelimb bone
NCIT:C32224	Bone Surface	owl:equivalentClass	equivalent to	UBERON:4200230	surface of bone
NCIT:C13076	Bone Tissue	owl:equivalentClass	equivalent to	UBERON:0002481	bone tissue
NCIT:C12681	Brachial Artery	owl:equivalentClass	equivalent to	UBERON:0001398	brachial artery
NCIT:C92221	Brachial Lymph Node	owl:equivalentClass	equivalent to	UBERON:0002525	brachial lymph node
NCIT:C12682	Brachial Plexus	owl:equivalentClass	equivalent to	UBERON:0001814	brachial nerve plexus
NCIT:C12883	Brachial Vein	owl:equivalentClass	equivalent to	UBERON:0001413	brachial vein
NCIT:C53149	Brachialis	owl:equivalentClass	equivalent to	UBERON:0001506	brachialis muscle
NCIT:C32816	Brachiocephalic Vein	owl:equivalentClass	equivalent to	UBERON:0003711	brachiocephalic vein
NCIT:C12439	Brain	owl:equivalentClass	equivalent to	UBERON:0000955	brain
NCIT:C49332	Brain Dura Mater	owl:equivalentClass	equivalent to	UBERON:0002092	brain dura mater
NCIT:C49333	Brain Gray Matter	owl:equivalentClass	equivalent to	UBERON:0003528	brain gray matter
NCIT:C49346	Brain Nucleus	owl:equivalentClass	equivalent to	UBERON:0002308	nucleus of brain
NCIT:C49335	Brain Pia Mater	owl:equivalentClass	equivalent to	UBERON:0003549	brain pia mater
NCIT:C12441	Brain Stem	owl:equivalentClass	equivalent to	UBERON:0002298	brainstem
NCIT:C12356	Brain Ventricle	owl:equivalentClass	equivalent to	UBERON:0004086	brain ventricle
NCIT:C49334	Brain White Matter	owl:equivalentClass	equivalent to	UBERON:0003544	brain white matter
NCIT:C12971	Breast	owl:equivalentClass	equivalent to	UBERON:0000310	breast
NCIT:C13257	Breast Milk	owl:equivalentClass	equivalent to	UBERON:0001913	milk
NCIT:C32230	Bronchial Artery	owl:equivalentClass	equivalent to	UBERON:0002040	bronchial artery
NCIT:C32231	Bronchial Epithelium	owl:equivalentClass	equivalent to	UBERON:0002031	epithelium of bronchus
NCIT:C32232	Bronchial Lymph Node	owl:equivalentClass	equivalent to	UBERON:0016481	bronchial lymph node
NCIT:C53031	Bronchial Vein	owl:equivalentClass	equivalent to	UBERON:0001592	bronchial vein
NCIT:C12684	Bronchiole	owl:equivalentClass	equivalent to	UBERON:0002186	bronchiole
NCIT:C48942	Bronchiole Epithelium	owl:equivalentClass	equivalent to	UBERON:0002051	epithelium of bronchiole
NCIT:C12683	Bronchus	owl:equivalentClass	equivalent to	UBERON:0002185	bronchus
NCIT:C49207	Bronchus Basal Lamina	owl:equivalentClass	equivalent to	UBERON:0004800	bronchus basal lamina
NCIT:C49208	Bronchus Basement Membrane	owl:equivalentClass	equivalent to	UBERON:0009652	bronchus basement membrane
NCIT:C49209	Bronchus Cartilage	owl:equivalentClass	equivalent to	UBERON:0001956	cartilage of bronchus
NCIT:C49210	Bronchus Connective Tissue	owl:equivalentClass	equivalent to	UBERON:0003592	bronchus connective tissue
NCIT:C49211	Bronchus Elastic Tissue	owl:equivalentClass	equivalent to	UBERON:0003616	bronchus elastic tissue
NCIT:C49212	Bronchus Lamina Propria	owl:equivalentClass	equivalent to	UBERON:0002338	lamina propria of bronchus
NCIT:C49213	Bronchus Smooth Muscle Tissue	owl:equivalentClass	equivalent to	UBERON:0004242	bronchus smooth muscle
NCIT:C49214	Bronchus Submucosa	owl:equivalentClass	equivalent to	UBERON:0001957	submucosa of bronchus
NCIT:C32235	Brown Adipose Tissue	owl:equivalentClass	equivalent to	UBERON:0001348	brown adipose tissue
NCIT:C52847	Buccal Artery	owl:equivalentClass	equivalent to	UBERON:0001618	buccal artery
NCIT:C12505	Buccal Mucosa	owl:equivalentClass	equivalent to	UBERON:0006956	buccal mucosa
NCIT:C32237	Buccal Salivary Gland	owl:equivalentClass	equivalent to	UBERON:0012102	buccal salivary gland
NCIT:C53150	Buccinator	owl:equivalentClass	equivalent to	UBERON:0001582	buccinator muscle
NCIT:C12902	Bulbar Conjunctiva	owl:equivalentClass	equivalent to	UBERON:0010306	bulbar conjunctiva
NCIT:C112234	Bulbospongiosus	owl:equivalentClass	equivalent to	UBERON:0011389	bulbospongiosus muscle
NCIT:C52554	Bulbourethral Gland Secretion	owl:equivalentClass	equivalent to	UBERON:0004691	bulbourethral gland secretion
NCIT:C34114	Bulbus Cordis	owl:equivalentClass	equivalent to	UBERON:0004706	bulbus cordis
NCIT:C89806	Buttock	owl:equivalentClass	equivalent to	UBERON:0013691	buttock
NCIT:C32239	C1 Vertebra	owl:equivalentClass	equivalent to	UBERON:0001092	vertebral bone 1
NCIT:C32240	C2 Vertebra	owl:equivalentClass	equivalent to	UBERON:0001093	vertebral bone 2
NCIT:C32241	C3 Vertebra	owl:equivalentClass	equivalent to	UBERON:0004612	mammalian cervical vertebra 3
NCIT:C32242	C4 Vertebra	owl:equivalentClass	equivalent to	UBERON:0004613	mammalian cervical vertebra 4
NCIT:C32243	C5 Vertebra	owl:equivalentClass	equivalent to	UBERON:0004614	mammalian cervical vertebra 5
NCIT:C32244	C6 Vertebra	owl:equivalentClass	equivalent to	UBERON:0004615	mammalian cervical vertebra 6
NCIT:C32245	C7 Vertebra	owl:equivalentClass	equivalent to	UBERON:0004616	mammalian cervical vertebra 7
NCIT:C113674	Cadaver	owl:equivalentClass	equivalent to	UBERON:0008979	carcass
NCIT:C32250	Calcaneum	owl:equivalentClass	equivalent to	UBERON:0001450	calcaneus
NCIT:C32251	Calcarine Artery	owl:equivalentClass	equivalent to	UBERON:0035183	calcarine artery
NCIT:C32252	Calcarine Sulcus	owl:equivalentClass	equivalent to	UBERON:0002586	calcarine sulcus
NCIT:C32256	Canal of Schlemm	owl:equivalentClass	equivalent to	UBERON:0004029	canal of Schlemm
NCIT:C32258	Canine Tooth	owl:equivalentClass	equivalent to	UBERON:0003674	cuspid
NCIT:C12685	Capillary	owl:equivalentClass	equivalent to	UBERON:0001982	capillary
NCIT:C49215	Capillary Endothelium	owl:equivalentClass	equivalent to	UBERON:0001915	endothelium of capillary
NCIT:C12728	Cardiac Atrium	owl:equivalentClass	equivalent to	UBERON:0002081	cardiac atrium
NCIT:C34115	Cardiac Jelly	owl:equivalentClass	equivalent to	UBERON:0003906	cardiac jelly
NCIT:C52833	Cardiac Nerve Plexus	owl:equivalentClass	equivalent to	UBERON:0002008	cardiac nerve plexus
NCIT:C12729	Cardiac Valve	owl:equivalentClass	equivalent to	UBERON:0000946	cardial valve
NCIT:C33849	Cardiac Valve Cusp	owl:equivalentClass	equivalent to	UBERON:0006009	cusp of cardiac valve
NCIT:C12878	Cardiac Vein	owl:equivalentClass	equivalent to	UBERON:0004148	cardiac vein
NCIT:C12730	Cardiac Ventricle	owl:equivalentClass	equivalent to	UBERON:0002082	cardiac ventricle
NCIT:C34116	Cardinal Vein	owl:equivalentClass	equivalent to	UBERON:0004344	cardinal vein
NCIT:C12686	Cardiovascular System	owl:equivalentClass	equivalent to	UBERON:0004535	cardiovascular system
NCIT:C25264	Carina	owl:equivalentClass	equivalent to	UBERON:0006679	carina of trachea
NCIT:C66852	Carotid Body	owl:equivalentClass	equivalent to	UBERON:0001629	carotid body
NCIT:C12688	Carpal Bone	owl:equivalentClass	equivalent to	UBERON:0001435	carpal bone
NCIT:C111033	Carpal Region	owl:equivalentClass	equivalent to	UBERON:0004452	carpal region
NCIT:C32265	Carpometacarpal Joint	owl:equivalentClass	equivalent to	UBERON:0011119	carpometacarpal joint
NCIT:C103912	Carpometacarpal Joint 1	owl:equivalentClass	equivalent to	UBERON:0011265	carpometacarpal joint of digit 1
NCIT:C12373	Cartilage	owl:equivalentClass	equivalent to	UBERON:0007844	cartilage element
NCIT:C32268	Cartilaginous Tissue	owl:equivalentClass	equivalent to	UBERON:0002418	cartilage tissue
NCIT:C12689	Cauda Equina	owl:equivalentClass	equivalent to	UBERON:0012337	cauda equina
NCIT:C12451	Caudate Nucleus	owl:equivalentClass	equivalent to	UBERON:0001873	caudate nucleus
NCIT:C12690	Cavernous Sinus	owl:equivalentClass	equivalent to	UBERON:0003712	cavernous sinus
NCIT:C12381	Cecum	owl:equivalentClass	equivalent to	UBERON:0001153	caecum
NCIT:C52846	Celiac Artery	owl:equivalentClass	equivalent to	UBERON:0001640	celiac artery
NCIT:C52830	Celiac Ganglion	owl:equivalentClass	equivalent to	UBERON:0002262	celiac ganglion
NCIT:C65166	Celiac Lymph Node	owl:equivalentClass	equivalent to	UBERON:0002508	celiac lymph node
NCIT:C32276	Cementum	owl:equivalentClass	equivalent to	UBERON:0001753	cementum
NCIT:C32277	Central Artery	owl:equivalentClass	equivalent to	UBERON:2005020	central artery
NCIT:C12891	Central Canal of Spinal Cord	owl:equivalentClass	equivalent to	UBERON:0002291	central canal of spinal cord
NCIT:C12438	Central Nervous System	owl:equivalentClass	equivalent to	UBERON:0001017	central nervous system
NCIT:C34119	Central Tendon of the Diaphragm	owl:equivalentClass	equivalent to	UBERON:0006670	central tendon of diaphragm
NCIT:C32284	Centromedian Nucleus of the Thalamus	owl:equivalentClass	equivalent to	UBERON:0002972	centromedian nucleus of thalamus
NCIT:C32286	Cephalic Vein	owl:equivalentClass	equivalent to	UBERON:0001106	cephalic vein
NCIT:C52845	Cerebellar Artery	owl:equivalentClass	equivalent to	UBERON:0003472	cerebellar artery
NCIT:C49216	Cerebellar Cortex	owl:equivalentClass	equivalent to	UBERON:0002129	cerebellar cortex
NCIT:C88147	Cerebellar Peduncle	owl:equivalentClass	equivalent to	UBERON:0007416	cerebellar peduncle
NCIT:C53032	Cerebellar Vein	owl:equivalentClass	equivalent to	UBERON:0001668	cerebellar vein
